0,0.366667
250,0.266667
500,0.2
750,0.333333
1000,0.2
1250,0.266667
1500,0.266667
1750,0.3
2000,0.4
2250,0.133333
2500,0.166667
2750,0.2
3000,0.166667
3250,0.2
3500,0.233333
3750,0.333333
4000,0.166667
4250,0.333333
4500,0.333333
4750,0.233333
5000,0.233333
5250,0.166667
5500,0.4
5750,0.2
6000,0.233333
6250,0.166667
6500,0.233333
6750,0.2
7000,0.2
7250,0.233333
7500,0.333333
7750,0.266667
8000,0.233333
8250,0.166667
8500,0.133333
8750,0.333333
9000,0.433333
9250,0.333333
9500,0.133333
9750,0.266667
10000,0.1
10250,0.233333
10500,0.266667
10750,0.166667
11000,0.133333
11250,0.233333
11500,0.2
11750,0.233333
12000,0.3
12250,0.366667
12500,0.133333
12750,0.4
13000,0.4
13250,0.333333
13500,0.233333
13750,0.5
14000,0.266667
14250,0.366667
14500,0.166667
14750,0.266667
15000,0.266667
15250,0.3
15500,0.133333
15750,0.233333
16000,0.2
16250,0.233333
16500,0.2
16750,0.333333
17000,0.133333
17250,0.2
17500,0.4
17750,0.366667
18000,0.266667
18250,0.366667
18500,0.1
18750,0.166667
19000,0.233333
19250,0.1
19500,0.3
19750,0.133333
20000,0.3
20250,0.133333
20500,0.166667
20750,0.333333
21000,0.266667
21250,0.233333
21500,0.233333
21750,0.266667
22000,0.4
22250,0.466667
22500,0.233333
22750,0.233333
23000,0.133333
23250,0.333333
23500,0.433333
23750,0.133333
24000,0.2
24250,0.333333
24500,0.2
24750,0.166667
25000,0.233333
25250,0.233333
25500,0.166667
25750,0.266667
26000,0.266667
26250,0.133333
26500,0.333333
26750,0.2
27000,0.2
27250,0.2
27500,0.366667
27750,0.266667
28000,0.2
28250,0.333333
28500,0.0666667
28750,0.233333
29000,0.366667
29250,0.133333
29500,0.1
29750,0.233333
30000,0.133333
30250,0.233333
30500,0.233333
30750,0.2
31000,0.266667
31250,0.166667
31500,0.266667
31750,0.133333
32000,0.266667
32250,0.133333
32500,0.1
32750,0.4
33000,0.3
33250,0.166667
33500,0.1
33750,0.333333
34000,0.3
34250,0.1
34500,0.3
34750,0.233333
35000,0.2
35250,0.266667
35500,0.266667
35750,0.266667
36000,0.3
36250,0.4
36500,0.3
36750,0.166667
37000,0.166667
37250,0.266667
37500,0.4
37750,0.233333
38000,0.2
38250,0.266667
38500,0.2
38750,0.166667
39000,0.366667
39250,0.233333
39500,0.166667
39750,0.366667
40000,0.2
40250,0.266667
40500,0.133333
40750,0.266667
41000,0.1
41250,0.166667
41500,0.166667
41750,0.266667
42000,0.233333
42250,0.266667
42500,0.166667
42750,0.233333
43000,0.433333
43250,0.3
43500,0.266667
43750,0.266667
44000,0.233333
44250,0.0333333
44500,0.333333
44750,0.233333
45000,0.2
45250,0.333333
45500,0.166667
45750,0.3
46000,0.333333
46250,0.4
46500,0.233333
46750,0.333333
47000,0.266667
47250,0.333333
47500,0.266667
47750,0.3
48000,0.3
48250,0.266667
48500,0.266667
48750,0.266667
49000,0.133333
49250,0.333333
49500,0.2
49750,0.366667
50000,0.266667
50250,0.266667
50500,0.366667
50750,0.3
51000,0.233333
51250,0.266667
51500,0.133333
51750,0.266667
52000,0.333333
52250,0.2
52500,0.3
52750,0.3
53000,0.233333
53250,0.266667
53500,0.333333
53750,0.333333
54000,0.266667
54250,0.2
54500,0.3
54750,0.2
55000,0.333333
55250,0.3
55500,0.2
55750,0.2
56000,0.2
56250,0.266667
56500,0.266667
56750,0.333333
57000,0.333333
57250,0.3
57500,0.333333
57750,0.266667
58000,0.2
58250,0.266667
58500,0.366667
58750,0.233333
59000,0.266667
59250,0.333333
59500,0.166667
59750,0.2
60000,0.2
60250,0.2
60500,0.233333
60750,0.166667
61000,0.266667
61250,0.4
61500,0.266667
61750,0.266667
62000,0.333333
62250,0.166667
62500,0.233333
62750,0.2
63000,0.2
63250,0.233333
63500,0.4
63750,0.3
64000,0.166667
64250,0.166667
64500,0.3
64750,0.333333
65000,0.2
65250,0.133333
65500,0.266667
65750,0.4
66000,0.2
66250,0.266667
66500,0.3
66750,0.266667
67000,0.166667
67250,0.166667
67500,0.4
67750,0.3
68000,0.166667
68250,0.2
68500,0.3
68750,0.233333
69000,0.3
69250,0.333333
69500,0.2
69750,0.133333
70000,0.233333
70250,0.166667
70500,0.4
70750,0.366667
71000,0.233333
71250,0.3
71500,0.333333
71750,0.266667
72000,0.166667
72250,0.2
72500,0.3
72750,0.266667
73000,0.3
73250,0.366667
73500,0.233333
73750,0.233333
74000,0.3
74250,0.266667
74500,0.366667
74750,0.3
75000,0.433333
75250,0.233333
75500,0.333333
75750,0.4
76000,0.366667
76250,0.166667
76500,0.333333
76750,0.166667
77000,0.133333
77250,0.133333
77500,0.233333
77750,0.233333
78000,0.266667
78250,0.2
78500,0.2
78750,0.2
79000,0.333333
79250,0.3
79500,0.166667
79750,0.266667
80000,0.266667
80250,0.166667
80500,0.2
80750,0.133333
81000,0.333333
81250,0.266667
81500,0.2
81750,0.2
82000,0.4
82250,0.333333
82500,0.3
82750,0.3
83000,0.266667
83250,0.233333
83500,0.233333
83750,0.266667
84000,0.4
84250,0.333333
84500,0.166667
84750,0.266667
85000,0.366667
85250,0.3
85500,0.2
85750,0.266667
86000,0.166667
86250,0.2
86500,0.2
86750,0.266667
87000,0.166667
87250,0.166667
87500,0.133333
87750,0.2
88000,0.166667
88250,0.266667
88500,0.266667
88750,0.233333
89000,0.0666667
89250,0.266667
89500,0.3
89750,0.266667
90000,0.2
90250,0.266667
90500,0.3
90750,0.266667
91000,0.3
91250,0.4
91500,0.3
91750,0.5
92000,0.3
92250,0.2
92500,0.1
92750,0.2
93000,0.3
93250,0.166667
93500,0.3
93750,0.266667
94000,0.4
94250,0.233333
94500,0.366667
94750,0.2
95000,0.333333
95250,0.166667
95500,0.266667
95750,0.266667
96000,0.333333
96250,0.466667
96500,0.2
96750,0.166667
97000,0.233333
97250,0.166667
97500,0.2
97750,0.333333
98000,0.266667
98250,0.3
98500,0.266667
98750,0.2
99000,0.3
99250,0.3
99500,0.1
99750,0.233333
100000,0.2
100250,0.266667
100500,0.2
100750,0.366667
101000,0.233333
101250,0.4
101500,0.166667
101750,0.233333
102000,0.3
102250,0.3
102500,0.333333
102750,0.233333
103000,0.266667
103250,0.2
103500,0.366667
103750,0.233333
104000,0.333333
104250,0.233333
104500,0.2
104750,0.233333
105000,0.2
105250,0.3
105500,0.266667
105750,0.233333
106000,0.133333
106250,0.333333
106500,0.233333
106750,0.366667
107000,0.266667
107250,0.166667
107500,0.2
107750,0.266667
108000,0.366667
108250,0.266667
108500,0.366667
108750,0.433333
109000,0.1
109250,0.2
109500,0.1
109750,0.366667
110000,0.233333
110250,0.333333
110500,0.4
110750,0.133333
111000,0.2
111250,0.333333
111500,0.133333
111750,0.433333
112000,0.266667
112250,0.1
112500,0.266667
112750,0.166667
113000,0.3
113250,0.166667
113500,0.233333
113750,0.3
114000,0.466667
114250,0.333333
114500,0.233333
114750,0.333333
115000,0.3
115250,0.233333
115500,0.233333
115750,0.2
116000,0.4
116250,0.3
116500,0.3
116750,0.266667
117000,0.333333
117250,0.166667
117500,0.233333
117750,0.266667
118000,0.166667
118250,0.266667
118500,0.233333
118750,0.4
119000,0.333333
119250,0.3
119500,0.266667
119750,0.2
120000,0.166667
120250,0.266667
120500,0.266667
120750,0.2
121000,0.233333
121250,0.2
121500,0.2
121750,0.133333
122000,0.366667
122250,0.133333
122500,0.433333
122750,0.166667
123000,0.233333
123250,0.133333
123500,0.266667
123750,0.266667
124000,0.4
124250,0.2
124500,0.266667
124750,0.133333
125000,0.333333
125250,0.366667
125500,0.366667
125750,0.233333
126000,0.3
126250,0.266667
126250,0.366667
126500,0.166667
126750,0.3
